Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Below poverty level!!Estimate,Alabama!!Below poverty level!!Margin of Error,Alabama!!Percent below poverty level!!Estimate,Alabama!!Percent below poverty level!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Below poverty level!!Estimate,Alaska!!Below poverty level!!Margin of Error,Alaska!!Percent below poverty level!!Estimate,Alaska!!Percent below poverty level!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Below poverty level!!Estimate,Arizona!!Below poverty level!!Margin of Error,Arizona!!Percent below poverty level!!Estimate,Arizona!!Percent below poverty level!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Below poverty level!!Estimate,Arkansas!!Below poverty level!!Margin of Error,Arkansas!!Percent below poverty level!!Estimate,Arkansas!!Percent below poverty level!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Below poverty level!!Estimate,California!!Below poverty level!!Margin of Error,California!!Percent below poverty level!!Estimate,California!!Percent below poverty level!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Below poverty level!!Estimate,Colorado!!Below poverty level!!Margin of Error,Colorado!!Percent below poverty level!!Estimate,Colorado!!Percent below poverty level!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Below poverty level!!Estimate,Connecticut!!Below poverty level!!Margin of Error,Connecticut!!Percent below poverty level!!Estimate,Connecticut!!Percent below poverty level!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Below poverty level!!Estimate,Delaware!!Below poverty level!!Margin of Error,Delaware!!Percent below poverty level!!Estimate,Delaware!!Percent below poverty level!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Below poverty level!!Estimate,District of Columbia!!Below poverty level!!Margin of Error,District of Columbia!!Percent below poverty level!!Estimate,District of Columbia!!Percent below poverty level!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Below poverty level!!Estimate,Florida!!Below poverty level!!Margin of Error,Florida!!Percent below poverty level!!Estimate,Florida!!Percent below poverty level!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Below poverty level!!Estimate,Georgia!!Below poverty level!!Margin of Error,Georgia!!Percent below poverty level!!Estimate,Georgia!!Percent below poverty level!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Below poverty level!!Estimate,Hawaii!!Below poverty level!!Margin of Error,Hawaii!!Percent below poverty level!!Estimate,Hawaii!!Percent below poverty level!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Below poverty level!!Estimate,Idaho!!Below poverty level!!Margin of Error,Idaho!!Percent below poverty level!!Estimate,Idaho!!Percent below poverty level!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Below poverty level!!Estimate,Illinois!!Below poverty level!!Margin of Error,Illinois!!Percent below poverty level!!Estimate,Illinois!!Percent below poverty level!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Below poverty level!!Estimate,Indiana!!Below poverty level!!Margin of Error,Indiana!!Percent below poverty level!!Estimate,Indiana!!Percent below poverty level!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Below poverty level!!Estimate,Iowa!!Below poverty level!!Margin of Error,Iowa!!Percent below poverty level!!Estimate,Iowa!!Percent below poverty level!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Below poverty level!!Estimate,Kansas!!Below poverty level!!Margin of Error,Kansas!!Percent below poverty level!!Estimate,Kansas!!Percent below poverty level!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Below poverty level!!Estimate,Kentucky!!Below poverty level!!Margin of Error,Kentucky!!Percent below poverty level!!Estimate,Kentucky!!Percent below poverty level!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Below poverty level!!Estimate,Louisiana!!Below poverty level!!Margin of Error,Louisiana!!Percent below poverty level!!Estimate,Louisiana!!Percent below poverty level!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Below poverty level!!Estimate,Maine!!Below poverty level!!Margin of Error,Maine!!Percent below poverty level!!Estimate,Maine!!Percent below poverty level!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Below poverty level!!Estimate,Maryland!!Below poverty level!!Margin of Error,Maryland!!Percent below poverty level!!Estimate,Maryland!!Percent below poverty level!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Below poverty level!!Estimate,Massachusetts!!Below poverty level!!Margin of Error,Massachusetts!!Percent below poverty level!!Estimate,Massachusetts!!Percent below poverty level!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Below poverty level!!Estimate,Michigan!!Below poverty level!!Margin of Error,Michigan!!Percent below poverty level!!Estimate,Michigan!!Percent below poverty level!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Below poverty level!!Estimate,Minnesota!!Below poverty level!!Margin of Error,Minnesota!!Percent below poverty level!!Estimate,Minnesota!!Percent below poverty level!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Below poverty level!!Estimate,Mississippi!!Below poverty level!!Margin of Error,Mississippi!!Percent below poverty level!!Estimate,Mississippi!!Percent below poverty level!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Below poverty level!!Estimate,Missouri!!Below poverty level!!Margin of Error,Missouri!!Percent below poverty level!!Estimate,Missouri!!Percent below poverty level!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Below poverty level!!Estimate,Montana!!Below poverty level!!Margin of Error,Montana!!Percent below poverty level!!Estimate,Montana!!Percent below poverty level!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Below poverty level!!Estimate,Nebraska!!Below poverty level!!Margin of Error,Nebraska!!Percent below poverty level!!Estimate,Nebraska!!Percent below poverty level!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Below poverty level!!Estimate,Nevada!!Below poverty level!!Margin of Error,Nevada!!Percent below poverty level!!Estimate,Nevada!!Percent below poverty level!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Below poverty level!!Estimate,New Hampshire!!Below poverty level!!Margin of Error,New Hampshire!!Percent below poverty level!!Estimate,New Hampshire!!Percent below poverty level!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Below poverty level!!Estimate,New Jersey!!Below poverty level!!Margin of Error,New Jersey!!Percent below poverty level!!Estimate,New Jersey!!Percent below poverty level!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Below poverty level!!Estimate,New Mexico!!Below poverty level!!Margin of Error,New Mexico!!Percent below poverty level!!Estimate,New Mexico!!Percent below poverty level!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Below poverty level!!Estimate,New York!!Below poverty level!!Margin of Error,New York!!Percent below poverty level!!Estimate,New York!!Percent below poverty level!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Below poverty level!!Estimate,North Carolina!!Below poverty level!!Margin of Error,North Carolina!!Percent below poverty level!!Estimate,North Carolina!!Percent below poverty level!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Below poverty level!!Estimate,North Dakota!!Below poverty level!!Margin of Error,North Dakota!!Percent below poverty level!!Estimate,North Dakota!!Percent below poverty level!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Below poverty level!!Estimate,Ohio!!Below poverty level!!Margin of Error,Ohio!!Percent below poverty level!!Estimate,Ohio!!Percent below poverty level!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Below poverty level!!Estimate,Oklahoma!!Below poverty level!!Margin of Error,Oklahoma!!Percent below poverty level!!Estimate,Oklahoma!!Percent below poverty level!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Below poverty level!!Estimate,Oregon!!Below poverty level!!Margin of Error,Oregon!!Percent below poverty level!!Estimate,Oregon!!Percent below poverty level!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Below poverty level!!Estimate,Pennsylvania!!Below poverty level!!Margin of Error,Pennsylvania!!Percent below poverty level!!Estimate,Pennsylvania!!Percent below poverty level!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Below poverty level!!Estimate,Rhode Island!!Below poverty level!!Margin of Error,Rhode Island!!Percent below poverty level!!Estimate,Rhode Island!!Percent below poverty level!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Below poverty level!!Estimate,South Carolina!!Below poverty level!!Margin of Error,South Carolina!!Percent below poverty level!!Estimate,South Carolina!!Percent below poverty level!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Below poverty level!!Estimate,South Dakota!!Below poverty level!!Margin of Error,South Dakota!!Percent below poverty level!!Estimate,South Dakota!!Percent below poverty level!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Below poverty level!!Estimate,Tennessee!!Below poverty level!!Margin of Error,Tennessee!!Percent below poverty level!!Estimate,Tennessee!!Percent below poverty level!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Below poverty level!!Estimate,Texas!!Below poverty level!!Margin of Error,Texas!!Percent below poverty level!!Estimate,Texas!!Percent below poverty level!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Below poverty level!!Estimate,Utah!!Below poverty level!!Margin of Error,Utah!!Percent below poverty level!!Estimate,Utah!!Percent below poverty level!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Below poverty level!!Estimate,Vermont!!Below poverty level!!Margin of Error,Vermont!!Percent below poverty level!!Estimate,Vermont!!Percent below poverty level!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Below poverty level!!Estimate,Virginia!!Below poverty level!!Margin of Error,Virginia!!Percent below poverty level!!Estimate,Virginia!!Percent below poverty level!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Below poverty level!!Estimate,Washington!!Below poverty level!!Margin of Error,Washington!!Percent below poverty level!!Estimate,Washington!!Percent below poverty level!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Below poverty level!!Estimate,West Virginia!!Below poverty level!!Margin of Error,West Virginia!!Percent below poverty level!!Estimate,West Virginia!!Percent below poverty level!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Below poverty level!!Estimate,Wisconsin!!Below poverty level!!Margin of Error,Wisconsin!!Percent below poverty level!!Estimate,Wisconsin!!Percent below poverty level!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Below poverty level!!Estimate,Wyoming!!Below poverty level!!Margin of Error,Wyoming!!Percent below poverty level!!Estimate,Wyoming!!Percent below poverty level!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Below poverty level!!Estimate,Puerto Rico!!Below poverty level!!Margin of Error,Puerto Rico!!Percent below poverty level!!Estimate,Puerto Rico!!Percent below poverty level!!Margin of Error
Population for whom poverty status is determined,"4,666,970","±2,567","888,290","±22,673",19.00%,±0.5,"696,822","±1,573","69,279","±6,120",9.90%,±0.9,"6,272,686","±3,673","1,094,249","±33,633",17.40%,±0.5,"2,839,798","±2,045","534,898","±16,599",18.80%,±0.6,"36,593,372","±8,519","5,783,043","±74,336",15.80%,±0.2,"4,934,178","±2,454","659,786","±23,009",13.40%,±0.5,"3,466,977","±2,302","350,145","±15,842",10.10%,±0.5,"874,321","±1,107","103,427","±8,098",11.80%,±0.9,"570,953",±564,"109,423","±7,577",19.20%,±1.3,"18,436,788","±6,230","3,047,343","±41,603",16.50%,±0.2,"9,446,906","±4,877","1,688,932","±36,955",17.90%,±0.4,"1,326,373","±1,510","142,185","±9,627",10.70%,±0.7,"1,541,860","±1,275","242,272","±10,788",15.70%,±0.7,"12,543,457","±3,191","1,731,711","±31,915",13.80%,±0.3,"6,294,417","±3,609","962,775","±25,003",15.30%,±0.4,"2,950,251","±2,192","370,507","±13,924",12.60%,±0.5,"2,775,355","±2,167","377,530","±15,414",13.60%,±0.6,"4,215,643","±2,986","800,226","±20,902",19.00%,±0.5,"4,413,890","±3,449","825,144","±21,101",18.70%,±0.5,"1,293,012","±1,146","167,242","±7,702",12.90%,±0.6,"5,643,821","±3,530","557,140","±21,050",9.90%,±0.4,"6,333,611","±2,630","725,143","±21,471",11.40%,±0.3,"9,656,449","±3,934","1,618,257","±30,260",16.80%,±0.3,"5,189,200","±2,281","599,516","±15,022",11.60%,±0.3,"2,875,594","±2,515","643,883","±22,452",22.40%,±0.8,"5,817,852","±2,620","888,570","±21,761",15.30%,±0.4,"964,509","±2,420","140,969","±9,640",14.60%,±1.0,"1,776,166","±2,053","229,923","±11,823",12.90%,±0.7,"2,666,662","±1,598","398,027","±20,092",14.90%,±0.8,"1,276,614","±1,142","105,786","±8,064",8.30%,±0.6,"8,626,524","±2,857","884,789","±24,939",10.30%,±0.3,"2,024,716","±1,715","413,851","±19,768",20.40%,±1.0,"18,879,810","±5,820","2,821,470","±46,759",14.90%,±0.2,"9,304,553","±3,703","1,627,602","±29,606",17.50%,±0.3,"651,415",±600,"84,895","±5,668",13.00%,±0.9,"11,224,969","±4,110","1,779,032","±32,237",15.80%,±0.3,"3,646,849","±2,289","616,610","±15,751",16.90%,±0.4,"3,765,919","±2,565","596,408","±17,283",15.80%,±0.5,"12,298,955","±4,096","1,648,184","±29,243",13.40%,±0.2,"1,012,200",±827,"142,188","±9,018",14.00%,±0.9,"4,493,865","±3,196","815,755","±22,461",18.20%,±0.5,"788,226","±1,027","113,760","±7,599",14.40%,±1.0,"6,195,120","±3,574","1,095,466","±29,085",17.70%,±0.5,"24,652,927","±7,949","4,414,481","±53,320",17.90%,±0.2,"2,730,176","±1,935","359,242","±14,693",13.20%,±0.5,"600,850","±1,125","76,352","±5,250",12.70%,±0.9,"7,780,635","±2,803","861,969","±22,046",11.10%,±0.3,"6,615,922","±2,965","888,718","±27,270",13.40%,±0.4,"1,799,960","±1,852","326,507","±13,020",18.10%,±0.7,"5,535,803","±3,152","731,479","±17,834",13.20%,±0.3,"551,120",±851,"61,577","±6,480",11.20%,±1.2,"3,685,731","±1,892","1,659,792","±21,557",45.00%,±0.6
AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Under 18 years,"1,120,468","±3,595","310,590","±11,915",27.70%,±1.1,"184,174","±1,718","23,773","±2,891",12.90%,±1.6,"1,606,108","±3,804","392,229","±17,920",24.40%,±1.1,"699,403","±3,290","193,081","±9,271",27.60%,±1.3,"9,157,681","±9,562","2,012,585","±38,677",22.00%,±0.4,"1,213,411","±3,318","210,532","±11,691",17.40%,±1.0,"805,841","±2,370","103,498","±7,645",12.80%,±0.9,"202,599","±1,292","36,655","±4,296",18.10%,±2.1,"100,353",±683,"30,555","±3,846",30.40%,±3.8,"3,936,572","±7,482","923,963","±23,162",23.50%,±0.6,"2,457,873","±6,283","610,722","±16,624",24.80%,±0.7,"297,573","±1,643","41,230","±5,148",13.90%,±1.7,"423,333","±1,900","80,316","±5,365",19.00%,±1.3,"3,086,916","±3,788","600,045","±16,247",19.40%,±0.5,"1,576,511","±4,203","342,172","±13,322",21.70%,±0.8,"709,670","±2,966","115,365","±7,434",16.30%,±1.0,"714,624","±3,169","131,258","±9,199",18.40%,±1.3,"1,000,440","±4,062","262,760","±11,202",26.30%,±1.1,"1,098,598","±5,776","299,779","±11,779",27.30%,±1.0,"268,046","±1,584","47,727","±4,045",17.80%,±1.5,"1,329,061","±4,114","173,113","±11,051",13.00%,±0.8,"1,400,124","±2,761","200,817","±9,991",14.30%,±0.7,"2,296,548","±4,497","538,649","±15,018",23.50%,±0.7,"1,266,102","±3,044","192,437","±8,840",15.20%,±0.7,"743,088","±3,021","241,595","±11,229",32.50%,±1.5,"1,391,495","±4,933","290,959","±11,714",20.90%,±0.8,"218,461","±1,670","43,818","±4,552",20.10%,±2.1,"450,755","±2,457","81,952","±6,652",18.20%,±1.5,"655,955","±1,895","144,204","±10,517",22.00%,±1.6,"281,750","±1,636","28,315","±4,113",10.00%,±1.5,"2,039,064","±4,030","295,346","±13,269",14.50%,±0.7,"511,975","±2,743","153,558","±9,639",30.00%,±1.9,"4,242,462","±6,571","900,626","±21,269",21.20%,±0.5,"2,251,648","±5,125","559,875","±17,148",24.90%,±0.7,"148,619","±1,143","24,116","±3,011",16.20%,±2.0,"2,675,006","±5,003","623,852","±15,776",23.30%,±0.6,"916,217","±2,851","226,679","±9,946",24.70%,±1.1,"852,442","±2,951","183,859","±7,972",21.60%,±0.9,"2,740,484","±4,902","522,189","±16,344",19.10%,±0.6,"221,694","±1,156","42,221","±4,780",19.00%,±2.2,"1,065,290","±3,728","277,722","±12,751",26.10%,±1.2,"197,999","±1,840","35,960","±4,013",18.20%,±2.0,"1,469,563","±4,824","377,066","±15,351",25.70%,±1.0,"6,800,902","±9,672","1,751,189","±30,426",25.70%,±0.4,"862,300","±2,013","135,565","±8,335",15.70%,±1.0,"126,885","±1,528","21,143","±2,715",16.70%,±2.1,"1,828,009","±4,532","264,601","±11,351",14.50%,±0.6,"1,559,990","±3,906","284,045","±13,334",18.20%,±0.9,"376,073","±3,153","95,744","±6,755",25.50%,±1.8,"1,309,886","±4,045","249,826","±10,319",19.10%,±0.8,"134,536","±1,728","19,253","±3,483",14.30%,±2.6,"888,457","±1,884","500,434","±10,145",56.30%,±1.2
        Related children under 18 years,"1,116,622","±3,967","306,856","±11,820",27.50%,±1.1,"183,018","±1,823","22,786","±2,843",12.50%,±1.6,"1,597,013","±4,484","384,050","±17,889",24.00%,±1.1,"694,804","±3,537","188,742","±9,333",27.20%,±1.3,"9,111,552","±10,767","1,970,429","±38,203",21.60%,±0.4,"1,207,888","±3,702","205,700","±11,545",17.00%,±1.0,"804,089","±2,527","101,791","±7,725",12.70%,±1.0,"201,920","±1,496","36,029","±4,390",17.80%,±2.1,"100,061",±733,"30,263","±3,864",30.20%,±3.8,"3,917,931","±7,839","907,507","±22,633",23.20%,±0.6,"2,448,880","±6,533","602,400","±16,404",24.60%,±0.7,"295,506","±1,872","39,187","±5,126",13.30%,±1.7,"421,414","±2,070","78,569","±5,444",18.60%,±1.3,"3,077,000","±3,985","590,949","±16,383",19.20%,±0.5,"1,567,506","±4,695","333,299","±13,388",21.30%,±0.8,"706,094","±3,208","112,011","±7,546",15.90%,±1.1,"710,973","±3,305","127,838","±9,024",18.00%,±1.3,"994,319","±4,105","257,538","±11,053",25.90%,±1.1,"1,095,245","±6,015","296,640","±11,825",27.10%,±1.0,"266,880","±1,672","46,717","±4,013",17.50%,±1.5,"1,323,900","±4,352","168,385","±10,883",12.70%,±0.8,"1,393,027","±3,356","194,138","±9,762",13.90%,±0.7,"2,283,729","±4,906","526,494","±14,802",23.10%,±0.6,"1,259,378","±3,213","186,197","±8,910",14.80%,±0.7,"740,066","±3,060","239,061","±11,034",32.30%,±1.5,"1,384,565","±5,145","284,430","±11,619",20.50%,±0.8,"216,460","±1,651","42,014","±4,628",19.40%,±2.1,"448,218","±2,762","79,551","±7,003",17.70%,±1.5,"652,586","±2,049","141,085","±10,408",21.60%,±1.6,"280,386","±1,842","27,180","±3,994",9.70%,±1.4,"2,032,140","±4,489","288,635","±12,679",14.20%,±0.6,"509,342","±3,054","151,198","±9,307",29.70%,±1.8,"4,226,481","±7,366","885,969","±21,265",21.00%,±0.5,"2,241,958","±5,714","550,662","±17,288",24.60%,±0.8,"147,857","±1,193","23,393","±3,085",15.80%,±2.1,"2,662,680","±5,516","611,697","±16,069",23.00%,±0.6,"911,711","±3,197","223,039","±9,983",24.50%,±1.1,"846,416","±3,369","178,070","±8,009",21.00%,±0.9,"2,729,434","±5,535","511,926","±16,549",18.80%,±0.6,"220,628","±1,291","41,199","±4,840",18.70%,±2.2,"1,061,473","±3,811","274,166","±12,722",25.80%,±1.2,"196,320","±1,873","34,371","±3,977",17.50%,±2.0,"1,462,251","±5,026","370,217","±15,177",25.30%,±1.0,"6,776,560","±10,628","1,729,956","±30,073",25.50%,±0.4,"859,943","±2,110","133,438","±8,424",15.50%,±1.0,"125,698","±1,601","20,001","±2,745",15.90%,±2.2,"1,822,001","±4,568","259,352","±11,483",14.20%,±0.6,"1,549,916","±4,171","274,778","±13,140",17.70%,±0.8,"373,563","±3,222","93,421","±6,669",25.00%,±1.8,"1,303,690","±4,243","243,692","±10,347",18.70%,±0.8,"134,276","±1,783","19,021","±3,512",14.20%,±2.6,"883,740","±2,332","495,801","±10,208",56.10%,±1.2
    18 to 64 years,"2,908,907","±3,501","509,494","±13,601",17.50%,±0.5,"460,818","±1,162","42,575","±3,768",9.20%,±0.8,"3,791,018","±2,485","634,411","±18,891",16.70%,±0.5,"1,735,591","±3,155","300,441","±9,696",17.30%,±0.6,"23,258,720","±6,873","3,363,215","±39,911",14.50%,±0.2,"3,184,632","±2,891","406,095","±13,078",12.80%,±0.4,"2,176,311","±1,656","214,714","±9,126",9.90%,±0.4,"546,305",±933,"57,084","±4,709",10.40%,±0.9,"403,628","±1,112","70,100","±4,969",17.40%,±1.2,"11,291,661","±5,185","1,804,758","±26,272",16.00%,±0.2,"5,985,505","±5,125","971,226","±24,660",16.20%,±0.4,"834,965","±1,250","87,754","±5,821",10.50%,±0.7,"925,500","±1,845","146,740","±7,089",15.90%,±0.8,"7,906,758","±4,396","1,001,778","±19,276",12.70%,±0.2,"3,911,122","±3,090","565,815","±14,716",14.50%,±0.4,"1,812,673","±2,478","226,653","±8,876",12.50%,±0.5,"1,700,234","±3,095","218,349","±8,862",12.80%,±0.5,"2,658,844","±3,967","474,942","±11,939",17.90%,±0.5,"2,776,731","±5,350","463,563","±12,449",16.70%,±0.5,"821,506","±1,390","100,267","±4,585",12.20%,±0.6,"3,627,711","±2,963","331,119","±11,904",9.10%,±0.3,"4,069,699","±2,415","449,022","±13,273",11.00%,±0.3,"6,034,187","±3,184","972,998","±18,339",16.10%,±0.3,"3,266,328","±3,000","352,631","±9,482",10.80%,±0.3,"1,762,702","±2,877","358,183","±13,489",20.30%,±0.8,"3,622,734","±4,643","524,414","±12,948",14.50%,±0.4,"603,392","±2,911","87,108","±6,320",14.40%,±1.0,"1,090,510","±2,036","130,373","±6,681",12.00%,±0.6,"1,687,494","±1,438","229,420","±12,013",13.60%,±0.7,"822,506","±1,594","66,972","±5,050",8.10%,±0.6,"5,435,340","±2,843","506,025","±14,866",9.30%,±0.3,"1,242,992","±2,204","227,907","±11,662",18.30%,±0.9,"12,112,662","±4,970","1,645,771","±28,013",13.60%,±0.2,"5,854,034","±4,648","948,936","±17,522",16.20%,±0.3,"410,835","±1,286","49,610","±3,511",12.10%,±0.9,"6,989,279","±6,243","1,034,547","±19,951",14.80%,±0.3,"2,239,587","±2,899","344,423","±8,751",15.40%,±0.4,"2,388,484","±2,785","371,146","±11,055",15.50%,±0.5,"7,671,853","±3,959","976,820","±15,996",12.70%,±0.2,"646,162","±1,314","88,184","±6,013",13.60%,±0.9,"2,811,712","±2,512","477,382","±12,615",17.00%,±0.4,"478,822","±1,838","65,424","±4,582",13.70%,±0.9,"3,892,139","±4,671","637,688","±15,893",16.40%,±0.4,"15,315,298","±6,727","2,391,473","±30,787",15.60%,±0.2,"1,621,414","±1,861","208,815","±8,846",12.90%,±0.5,"386,256","±1,069","49,250","±3,772",12.80%,±1.0,"4,997,777","±5,195","526,505","±14,064",10.50%,±0.3,"4,245,857","±3,189","549,115","±16,853",12.90%,±0.4,"1,134,038","±3,014","202,153","±8,303",17.80%,±0.7,"3,476,782","±3,360","428,177","±10,758",12.30%,±0.3,"348,788","±1,493","37,689","±3,992",10.80%,±1.1,"2,258,675","±1,071","946,282","±13,718",41.90%,±0.6
